ID	Cancer_type_mapped	Drug_curated	Association	Evidence_mapped
ZMYM2--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZMYM2--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZMYM2--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZMYM2--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZMYM2--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZMYM2--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZMYM2--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZMYM2--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZNF198--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZNF198--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZNF198--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZNF198--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZNF198--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZNF198--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZNF198--FGFR1	Solid tumor	captopril(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ZNF198--FGFR1	Solid tumor	muscimol(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Biliary Tract Cancer	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Biliary Tract Cancer	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Biliary Tract Cancer	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Colorectal Adenocarcinoma	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Colorectal Adenocarcinoma	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Colorectal Adenocarcinoma	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Cholangiocarcinoma	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Cholangiocarcinoma	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Cholangiocarcinoma	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Cholangiocarcinoma	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Cholangiocarcinoma	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Cholangiocarcinoma	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Bladder-Urinary Tract Cancer	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Cholangiocarcinoma	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Cholangiocarcinoma	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Cholangiocarcinoma	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--.	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--BICC1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CCDC6	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--CIT	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--FAM76A	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--KIAA1967	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--MGEA5	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--PPHLN1	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	CGP-52411(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	thioridazine(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--TACC3	Solid tumor	vandetanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--.	Bladder-Urinary Tract Cancer	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--.	Diffuse Glioma	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--.	Bladder-Urinary Tract Cancer	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--.	Bladder-Urinary Tract Cancer	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--.	Bladder-Urinary Tract Cancer	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--.	Bladder Adenocarcinoma	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--.	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--.	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--.	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--.	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--BAIAP2L1	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--BAIAP2L1	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--BAIAP2L1	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--BAIAP2L1	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--TACC3	Non-Small Cell Lung Cancer	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--TACC3	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--TACC3	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--TACC3	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR3--TACC3	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
IGH--FGFR3	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
IGH--FGFR3	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
IGH--FGFR3	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
IGH--FGFR3	Solid tumor	geniposide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	SAR131675(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	SAR131675(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	SAR131675(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EWSR1--FLI1	Ewing Sarcoma of Soft Tissue	meclofenamic-acid(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EWSR1--FLI1	Ewing Sarcoma	meclofenamic-acid(10.1038/s43018-019-0018-6)	Responsive	Repurposed
JAK2--BRAF	Acute lymphoblastic leukemia	nonivamide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PCM1--JAK2	Chronic Eosinophilic Leukemia, NOS	nonivamide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--ALK	Non-Small Cell Lung Cancer	L-670596(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--ALK	Non-Small Cell Lung Cancer	L-670596(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	L-670596(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--RET	Medullary Thyroid Cancer	L-670596(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--RET	Medullary Thyroid Cancer	L-670596(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MET--.	Diffuse Glioma	MK-8033(10.1038/s43018-019-0018-6)	Responsive	Repurposed
MET--.	Any cancer	MK-8033(10.1038/s43018-019-0018-6)	Responsive	Repurposed
NOTCH1--.	Acute lymphoblastic leukemia	SQ-22536(10.1038/s43018-019-0018-6)	Responsive	Repurposed
NOTCH1--.	Acute lymphoblastic leukemia	cefoselis(10.1038/s43018-019-0018-6)	Responsive	Repurposed
NOTCH1--.	Invasive Breast Carcinoma	SQ-22536(10.1038/s43018-019-0018-6)	Responsive	Repurposed
NOTCH1--.	Invasive Breast Carcinoma	cefoselis(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic Syndromes	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	telatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Gastrointestinal Stromal Tumor	BIX-02188(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	imatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	flumatinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	MGCD-265(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	tandutinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	nintedanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	lucitanib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	masitinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	KRN-633(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	fruquintinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	SU014813(10.1038/s43018-019-0018-6)	Responsive	Repurposed
